,precision,recall,f1-score,support
Transient,0.7344927693518192,0.8220033279486961,0.7757880046195598,164666.0
Variable,0.2876412686839227,0.19476992956355738,0.2322660412721153,60764.0
accuracy,0.6529343920507474,0.6529343920507474,0.6529343920507474,0.6529343920507474
macro avg,0.511067019017871,0.5083866287561267,0.5040270229458376,225430.0
weighted avg,0.614045248673187,0.6529343920507474,0.6292832422505578,225430.0
