,precision,recall,f1-score,support
Transient,0.9997320961044338,0.9971335916339742,0.998431153163233,164666.0
Variable,0.9922865734082886,0.999275887038378,0.9957689658565384,60764.0
accuracy,0.9977110411214124,0.9977110411214124,0.9977110411214124,0.9977110411214124
macro avg,0.9960093347563612,0.9982047393361762,0.9971000595098858,225430.0
weighted avg,0.99772517714463,0.9977110411214124,0.997713568327568,225430.0
