,precision,recall,f1-score,support
Transient,0.9987844827062277,0.9980141620006558,0.9983991737671056,164666.0
Variable,0.9946297482386559,0.9967085774471727,0.9956680777608812,60764.0
accuracy,0.9976622454864038,0.9976622454864038,0.9976622454864038,0.9976622454864038
macro avg,0.9967071154724418,0.9973613697239143,0.9970336257639933,225430.0
weighted avg,0.9976645861299621,0.9976622454864038,0.997663014792159,225430.0
