,precision,recall,f1-score,support
Transient,0.9992857142857143,0.9992857142857143,0.9992857142857143,1400.0
Variable,0.998,0.998,0.998,500.0
accuracy,0.9989473684210526,0.9989473684210526,0.9989473684210526,0.9989473684210526
macro avg,0.9986428571428572,0.9986428571428572,0.9986428571428572,1900.0
weighted avg,0.9989473684210526,0.9989473684210526,0.9989473684210526,1900.0
