,precision,recall,f1-score,support
AGN,0.27253207218960646,0.50135,0.3531131145231723,20000.0
Fast,0.7777777777777778,0.03687445127304653,0.07041072925398156,13668.0
Long,0.638228055783429,0.011661720178673143,0.0229049210251277,66714.0
Periodic,0.0,0.0,0.0,40764.0
SN,0.44941907158537236,0.9958948317592901,0.6193452227231474,84284.0
accuracy,0.42251253160626356,0.42251253160626356,0.42251253160626356,0.42251253160626356
macro avg,0.4275913954672371,0.30915620064220195,0.2131547975050858,225430.0
weighted avg,0.42824332011487387,0.42251253160626356,0.273936955113228,225430.0
