,precision,recall,f1-score,support
AGN,1.0,0.79,0.88268156424581,100.0
CART,0.40217391304347827,0.37,0.3854166666666667,100.0
Cepheid,0.9157894736842105,0.87,0.8923076923076924,100.0
Delta Scuti,0.8625,0.69,0.7666666666666667,100.0
Dwarf Novae,0.8611111111111112,0.93,0.8942307692307693,100.0
EB,0.898989898989899,0.89,0.8944723618090452,100.0
ILOT,0.7391304347826086,0.51,0.6035502958579881,100.0
KN,0.8198198198198198,0.91,0.8625592417061612,100.0
M-dwarf Flare,0.92,0.92,0.92,100.0
PISN,0.7117117117117117,0.79,0.7488151658767772,100.0
RR Lyrae,0.72,0.72,0.72,100.0
SLSN,0.7474747474747475,0.74,0.7437185929648241,100.0
SNI91bg,0.6788990825688074,0.74,0.7081339712918661,100.0
SNII,0.4430379746835443,0.35,0.39106145251396646,100.0
SNIa,0.48175182481751827,0.66,0.5569620253164557,100.0
SNIax,0.42857142857142855,0.48,0.4528301886792453,100.0
SNIb/c,0.4188034188034188,0.49,0.45161290322580644,100.0
TDE,0.6428571428571429,0.54,0.5869565217391305,100.0
uLens,0.7478991596638656,0.89,0.8127853881278538,100.0
accuracy,0.6989473684210527,0.6989473684210527,0.6989473684210527,0.6989473684210527
macro avg,0.707395849609648,0.6989473684210527,0.6986716562224592,1900.0
weighted avg,0.707395849609648,0.6989473684210527,0.6986716562224592,1900.0
