,precision,recall,f1-score,support
AGN,0.6095689570911934,0.62365,0.6165290890217983,20000.0
CART,0.070403825717322,0.0753483082172306,0.07279219887378108,3517.0
Cepheid,0.5662251655629139,0.3477376715810879,0.4308661417322835,5901.0
Delta Scuti,0.5616939364773821,0.3297547745507967,0.4155511250356024,8849.0
Dwarf Novae,0.6705853539064414,0.7961616749054958,0.7279978729061419,3439.0
EB,0.8434360633407118,0.49535,0.6241416241416241,20000.0
ILOT,0.15348101265822786,0.36409133562715046,0.21593544198126333,3197.0
KN,0.1239585104574052,0.38449367088607594,0.18747589044618748,1896.0
M-dwarf Flare,0.734375,0.5904522613065326,0.6545961002785515,796.0
PISN,0.4154632408102025,0.44305,0.4288133952768099,20000.0
RR Lyrae,0.4756172839506173,0.2562354506152311,0.3330451696563648,6014.0
SLSN,0.6153846153846154,0.3764,0.46709893587317347,20000.0
SNI91bg,0.29891584925141973,0.5189863102998696,0.3793442330027696,12272.0
SNII,0.2643790710545362,0.3105,0.2855894594035273,20000.0
SNIa,0.2875416584983337,0.29335,0.2904167904167904,20000.0
SNIax,0.17703415717856152,0.31843156843156845,0.22755666607174727,12012.0
SNIb/c,0.16675700980633715,0.1692,0.16796962251507705,20000.0
TDE,0.5899317531371542,0.40195,0.47812769500698843,20000.0
uLens,0.8369212022745736,0.5467692715934722,0.6614236417622984,7537.0
accuracy,0.39241006077274543,0.39241006077274543,0.39241006077274543,0.39241006077274543
macro avg,0.44535124560831313,0.40220591042181636,0.4034353207054095,225430.0
weighted avg,0.4568516111166625,0.39241006077274543,0.4085381059306339,225430.0
