,precision,recall,f1-score,support
AGN,0.9070995501662429,0.9276,0.9172352417680214,20000.0
CART,0.16758104738154614,0.09553596815467728,0.12169503802969939,3517.0
Cepheid,0.9664117060192883,0.9849178105405864,0.9755770037767519,5901.0
Delta Scuti,0.9465437788018434,0.9284664933890835,0.937417993040105,8849.0
Dwarf Novae,0.9326660600545951,0.894155277697005,0.9130047505938242,3439.0
EB,0.9825015859589765,0.92925,0.9551341350601296,20000.0
ILOT,0.45236631837738167,0.6906474820143885,0.5466699678138153,3197.0
KN,0.5267452402538532,0.9193037974683544,0.6697406340057637,1896.0
M-dwarf Flare,0.8559782608695652,0.7914572864321608,0.8224543080939948,796.0
PISN,0.8873876111469873,0.8932,0.8902843188557474,20000.0
RR Lyrae,0.9340006786562606,0.9153641503159295,0.9245885119247564,6014.0
SLSN,0.8578960741964172,0.67525,0.7556935817805382,20000.0
SNI91bg,0.603762317109585,0.8238265971316818,0.6968328910638592,12272.0
SNII,0.630557035458474,0.5326,0.5774537175073863,20000.0
SNIa,0.5725646123260437,0.648,0.6079512137914859,20000.0
SNIax,0.3767019667170953,0.4975024975024975,0.4287559190701679,12012.0
SNIb/c,0.5092882851503541,0.43865,0.4713372374147102,20000.0
TDE,0.9151634125636672,0.86245,0.8880251235584844,20000.0
uLens,0.9504328399888299,0.9031444871964973,0.9261854547928431,7537.0
accuracy,0.7477176950716409,0.7477176950716409,0.7477176950716409,0.7477176950716409
macro avg,0.7355604411156318,0.755332728833835,0.7382124758916886,225430.0
weighted avg,0.7583987765895593,0.7477176950716409,0.7487792134205091,225430.0
