,precision,recall,f1-score,support
AGN,0.6713608207510646,0.69365,0.6823234310446586,20000.0
CART,0.08233569508917664,0.09582030139323287,0.0885676741130092,3517.0
Cepheid,0.6308739102700404,0.5027961362480935,0.559600150886458,5901.0
Delta Scuti,0.6315035799522674,0.4485252570911967,0.5245143385753932,8849.0
Dwarf Novae,0.7122470160871821,0.7981971503343995,0.7527766351295763,3439.0
EB,0.8927768619811179,0.59575,0.7146284411923469,20000.0
ILOT,0.17698437021146185,0.36127619643415704,0.23758099352051837,3197.0
KN,0.26563507414571247,0.6518987341772152,0.37746220797068253,1896.0
M-dwarf Flare,0.771978021978022,0.7060301507537688,0.7375328083989501,796.0
PISN,0.500660153155532,0.474,0.4869654552459227,20000.0
RR Lyrae,0.5537672031723816,0.3947455936148986,0.4609261236773129,6014.0
SLSN,0.6359131665880132,0.40425,0.49428379287155344,20000.0
SNI91bg,0.36741614791415034,0.6444752281616688,0.4680158589265637,12272.0
SNII,0.3386468664001246,0.3261,0.33225502432563236,20000.0
SNIa,0.3381865243063981,0.4181,0.37392120914009747,20000.0
SNIax,0.21325221125824428,0.3472360972360972,0.2642298311741788,12012.0
SNIb/c,0.2086471257517473,0.19255,0.2002756325246379,20000.0
TDE,0.6601935646053293,0.52525,0.5850412118511918,20000.0
uLens,0.8537382279454161,0.5893591614700809,0.697331240188383,7537.0
accuracy,0.46338109390941756,0.46338109390941756,0.46338109390941756,0.46338109390941756
macro avg,0.5003219232401781,0.48263210562709524,0.475696424250372,225430.0
weighted avg,0.5123413524048296,0.46338109390941756,0.47573663092938323,225430.0
