,precision,recall,f1-score,support
AGN,0.799922129751302,0.8218,0.8107134929834513,20000.0
CART,0.10285926476049016,0.07876030707989765,0.0892109500805153,3517.0
Cepheid,0.8396899224806201,0.9178105405863413,0.8770140069629989,5901.0
Delta Scuti,0.8202390033053648,0.7291219346818849,0.7720011965300628,8849.0
Dwarf Novae,0.8940967072085435,0.8764175632451294,0.8851688693098385,3439.0
EB,0.9545072115384615,0.79415,0.8669759825327511,20000.0
ILOT,0.24262936221419976,0.5045355020331561,0.3276790248857288,3197.0
KN,0.4719600222098834,0.8966244725738397,0.6184066933430338,1896.0
M-dwarf Flare,0.8265734265734266,0.742462311557789,0.7822634017207147,796.0
PISN,0.7422804089296892,0.71155,0.726590421729807,20000.0
RR Lyrae,0.7338891783915233,0.7025274359827071,0.7178659417211791,6014.0
SLSN,0.701716480614572,0.5846,0.6378266324804975,20000.0
SNI91bg,0.5396637327916949,0.7794165580182529,0.6377517002266969,12272.0
SNII,0.5451864594212693,0.4437,0.4892356038261157,20000.0
SNIa,0.49094975769374144,0.59265,0.5370273882608794,20000.0
SNIax,0.30985823479453845,0.39485514485514484,0.3472308649657747,12012.0
SNIb/c,0.39906569343065695,0.3417,0.36816161616161613,20000.0
TDE,0.8259442591197675,0.76755,0.7956771886176334,20000.0
uLens,0.9275834011391375,0.7562690725752952,0.8332115187838035,7537.0
accuracy,0.6407754069999556,0.6407754069999556,0.6407754069999556,0.6407754069999556
macro avg,0.6404534029667833,0.6545526759573388,0.6378953944801631,225430.0
weighted avg,0.6606013333279266,0.6407754069999556,0.6451939539310264,225430.0
