,precision,recall,f1-score,support
AGN,0.9165909778988798,0.90825,0.9124014264905319,20000.0
CART,0.17077527688460165,0.27182257605914134,0.20976412506856829,3517.0
Cepheid,0.7616099071207431,0.9171326893746823,0.8321672945337126,5901.0
Delta Scuti,0.6941260744985673,0.6570233924737259,0.6750653120464442,8849.0
Dwarf Novae,0.9098750743604997,0.8895027624309392,0.899573592118806,3439.0
EB,0.9368763673229817,0.8779,0.9064298804883715,20000.0
ILOT,0.3463599821348816,0.485142320925868,0.40416938110749184,3197.0
KN,0.48661654135338345,0.8533755274261603,0.6198046351273703,1896.0
M-dwarf Flare,0.7708333333333334,0.8831658291457286,0.8231850117096019,796.0
PISN,0.7868022952529995,0.75415,0.7701302016849629,20000.0
RR Lyrae,0.5180265654648957,0.680911207183239,0.5884043393921977,6014.0
SLSN,0.8044939844302902,0.68205,0.7382292455893495,20000.0
SNI91bg,0.6183580733111178,0.8316492829204694,0.709316468012649,12272.0
SNII,0.521379781420765,0.38165,0.4407043879907621,20000.0
SNIa,0.5306428750104227,0.6364,0.5787295957804756,20000.0
SNIax,0.3650422709464568,0.44214119214119213,0.39990964195625167,12012.0
SNIb/c,0.4662642682125142,0.3901,0.42479514333160917,20000.0
TDE,0.7489333965394643,0.63195,0.6854864952814839,20000.0
uLens,0.9022521113543948,0.7654239087169962,0.8282248223386691,7537.0
accuracy,0.6642549793727542,0.6642549793727542,0.6642549793727542,0.6642549793727542
macro avg,0.6450452187816417,0.6810389836209548,0.6550784736868057,225430.0
weighted avg,0.6793174057017433,0.6642549793727542,0.6665738746479174,225430.0
