,precision,recall,f1-score,support
AGN,0.9802515228925133,0.9977,0.9888988006740014,20000.0
CART,0.3351525676010915,0.38413420528859826,0.357975622681505,3517.0
Cepheid,0.9863957003694995,0.9952550415183867,0.9908055672711936,5901.0
Delta Scuti,0.9866997294860235,0.9892643236523901,0.9879803622820382,8849.0
Dwarf Novae,0.9425320056899005,0.9633614422797325,0.9528329019269485,3439.0
EB,0.9925844272973244,0.9905,0.9915411181740827,20000.0
ILOT,0.6966751918158568,0.8520487957460119,0.7665681722245673,3197.0
KN,0.8157657657657658,0.955168776371308,0.879980563654033,1896.0
M-dwarf Flare,0.8744075829383886,0.9271356783919598,0.9,796.0
PISN,0.9414423265867558,0.9582,0.9497472494796313,20000.0
RR Lyrae,0.9740752972258917,0.9808779514466246,0.9774647887323944,6014.0
SLSN,0.9243391066545124,0.8619,0.8920282542885973,20000.0
SNI91bg,0.7949632588999073,0.9080019556714471,0.8477309901479706,12272.0
SNII,0.7302304563940353,0.5656,0.6374573835620299,20000.0
SNIa,0.7289782892510034,0.7538,0.7411813868882279,20000.0
SNIax,0.49246199054554746,0.6417748917748918,0.5572905371213764,12012.0
SNIb/c,0.6404772624943719,0.569,0.602626562169032,20000.0
TDE,0.929442243218531,0.91485,0.9220883938920527,20000.0
uLens,0.9770642201834863,0.9608597585246119,0.9688942404174192,7537.0
accuracy,0.8374573038193674,0.8374573038193674,0.8374573038193674,0.8374573038193674
macro avg,0.828628365542653,0.8510227800350506,0.8375312050309001,225430.0
weighted avg,0.8414607377125591,0.8374573038193674,0.8372917395346775,225430.0
