,precision,recall,f1-score,support
AGN,0.7199831752829612,0.94145,0.8159559715721962,20000.0
CART,0.11211699164345404,0.1831106056297981,0.13907785336356765,3517.0
Cepheid,0.8996550642834744,0.9723775631248941,0.9346037950973206,5901.0
Delta Scuti,0.8930930258591738,0.9015707989603345,0.8973118884264987,8849.0
Dwarf Novae,0.7570789865871833,0.1477173596975865,0.24720194647201946,3439.0
EB,0.7164435946462715,0.93675,0.8119176598049838,20000.0
ILOT,0.34120521172638435,0.3931811072880826,0.36535387298357797,3197.0
KN,0.2146422628951747,0.7484177215189873,0.3336076172563771,1896.0
M-dwarf Flare,0.19201807228915663,0.3203517587939699,0.2401129943502825,796.0
PISN,0.8293745281375225,0.71405,0.7674037453988555,20000.0
RR Lyrae,0.8137739345274861,0.8762886597938144,0.8438751000800641,6014.0
SLSN,0.7220990391722099,0.5862,0.6470912904294073,20000.0
SNI91bg,0.45374074814962995,0.7393252933507171,0.5623527953390356,12272.0
SNII,0.362964807436919,0.21865,0.2729031452820769,20000.0
SNIa,0.4048029415144203,0.52845,0.45843544644212625,20000.0
SNIax,0.2851127235034983,0.3663836163836164,0.3206791023025357,12012.0
SNIb/c,0.4148918187964841,0.24545,0.30843176677557177,20000.0
TDE,0.6442638876622803,0.36475,0.465791910098011,20000.0
uLens,0.9120489690721649,0.3756136393790633,0.5320928484165022,7537.0
accuracy,0.5770704875127534,0.5770704875127534,0.5770704875127534,0.5770704875127534
macro avg,0.5625952517466237,0.5557941117853087,0.5244316184153163,225430.0
weighted avg,0.5984922231454176,0.5770704875127534,0.5659566994864113,225430.0
