,precision,recall,f1-score,support
AGN,0.9780182120826397,0.99885,0.9883243457181022,20000.0
CART,0.3749128919860627,0.4589138470287177,0.41268217847097927,3517.0
Cepheid,0.9882293593408441,0.9959328927300457,0.9920661715057394,5901.0
Delta Scuti,0.9905127625931782,0.9910724375635666,0.9907925210416314,8849.0
Dwarf Novae,0.9418769492486533,0.9659784821168944,0.9537754809072638,3439.0
EB,0.9929046120021986,0.99355,0.9932272011596232,20000.0
ILOT,0.6846891128041288,0.8714419768532999,0.766859344894027,3197.0
KN,0.817607223476298,0.955168776371308,0.8810508392118706,1896.0
M-dwarf Flare,0.8798076923076923,0.9195979899497487,0.8992628992628993,796.0
PISN,0.950836768138253,0.95735,0.9540822682313078,20000.0
RR Lyrae,0.9810379241516967,0.9807116727635518,0.9808747713287876,6014.0
SLSN,0.9125114247994313,0.89855,0.9054768982717791,20000.0
SNI91bg,0.7951910691283813,0.9054758800521513,0.8467576011582717,12272.0
SNII,0.7511958498955736,0.5575,0.6400137760812789,20000.0
SNIa,0.7441848856943196,0.74545,0.7448169056302143,20000.0
SNIax,0.49798528941477455,0.6481851481851482,0.5632437515824502,12012.0
SNIb/c,0.6492455969250186,0.56585,0.6046859554914376,20000.0
TDE,0.9240512641500025,0.9265,0.9252740119341872,20000.0
uLens,0.9773859200430745,0.9633806554331963,0.9703327542429507,7537.0
accuracy,0.842128376879741,0.842128376879741,0.842128376879741,0.842128376879741
macro avg,0.8332728846411694,0.8578663031077699,0.8428210355855159,225430.0
weighted avg,0.8457597027610197,0.842128376879741,0.8414078734025738,225430.0
