,precision,recall,f1-score,support
AGN,0.7905578352902938,0.9729,0.8723017954407908,20000.0
CART,0.14339622641509434,0.21609326130224624,0.17239423840308496,3517.0
Cepheid,0.9580454096742349,0.9867819013726487,0.9722013523666416,5901.0
Delta Scuti,0.9462520821765685,0.9629336648208837,0.9545199955192114,8849.0
Dwarf Novae,0.7746766507828454,0.3309101482989241,0.46373268133659334,3439.0
EB,0.8025247212286977,0.9536,0.8715640351879356,20000.0
ILOT,0.4603384452670545,0.544573037222396,0.4989253474709844,3197.0
KN,0.2624149659863946,0.8138185654008439,0.3968621399176955,1896.0
M-dwarf Flare,0.21487226277372262,0.5917085427135679,0.3152610441767068,796.0
PISN,0.8852440848894553,0.7988,0.8398034010565879,20000.0
RR Lyrae,0.9179553963861306,0.9376454938476887,0.927695977626059,6014.0
SLSN,0.7475867394781841,0.67765,0.7109024626924388,20000.0
SNI91bg,0.5175305702846013,0.7794165580182529,0.6220329062886129,12272.0
SNII,0.49125168236877526,0.292,0.36628198695434017,20000.0
SNIa,0.4781102233817055,0.58645,0.5267672684810922,20000.0
SNIax,0.33931560972343133,0.42182817182817184,0.3760994618667656,12012.0
SNIb/c,0.4812779365428299,0.3284,0.3904062769340506,20000.0
TDE,0.7841253026634383,0.51815,0.6239763969171483,20000.0
uLens,0.9152229152229152,0.5256733448321613,0.6677903252991741,7537.0
accuracy,0.6511511333895222,0.6511511333895222,0.6511511333895222,0.6511511333895222
macro avg,0.626878897922967,0.6441754047188308,0.6089220575755746,225430.0
weighted avg,0.6715819142062213,0.6511511333895222,0.6467050699507019,225430.0
