,precision,recall,f1-score,support
AGN,0.9240611824688695,0.94245,0.9331650081687213,20000.0
CART,0.19458955223880597,0.2965595678134774,0.23498929818632422,3517.0
Cepheid,0.8283415288332588,0.942043721403152,0.8815413891531875,5901.0
Delta Scuti,0.7668357933579336,0.751497344332693,0.7590890930882941,8849.0
Dwarf Novae,0.9183853859752504,0.9063681302704274,0.9123371871798625,3439.0
EB,0.957521186440678,0.9039,0.9299382716049382,20000.0
ILOT,0.37749546279491836,0.5204879574601189,0.4376068376068376,3197.0
KN,0.6323636363636363,0.9171940928270043,0.7486009470512268,1896.0
M-dwarf Flare,0.8140589569160998,0.9020100502512562,0.8557806912991657,796.0
PISN,0.8204660376374915,0.78695,0.8033585993925937,20000.0
RR Lyrae,0.6135179599670962,0.7440971067509146,0.6725278028253682,6014.0
SLSN,0.8295025728987994,0.7254,0.77396639103761,20000.0
SNI91bg,0.6770246649834919,0.8521838331160365,0.7545726757819546,12272.0
SNII,0.5824482951369481,0.4168,0.4858941478200047,20000.0
SNIa,0.5823618854536239,0.6894,0.6313764996794579,20000.0
SNIax,0.40414978342881097,0.4816017316017316,0.439489478082504,12012.0
SNIb/c,0.5121964896540122,0.4567,0.48285887981391906,20000.0
TDE,0.799302618040471,0.69915,0.7458793406945111,20000.0
uLens,0.9135891517599538,0.8402547432665517,0.875388762181215,7537.0
accuracy,0.7095595084948765,0.7095595084948765,0.7095595084948765,0.7095595084948765
macro avg,0.6920111654921132,0.7250025410049139,0.7030716474025104,225430.0
weighted avg,0.7206937637553443,0.7095595084948765,0.711054923990535,225430.0
