,precision,recall,f1-score,support
AGN,0.9435926556880561,0.997,0.9695614120392881,20000.0
CART,0.28949950932286556,0.3355132214955928,0.310812590543922,3517.0
Cepheid,0.9839061190276613,0.9945771903067276,0.9892128771279285,5901.0
Delta Scuti,0.9864773495605138,0.9892643236523901,0.9878688709586413,8849.0
Dwarf Novae,0.8916155419222904,0.7606862460017447,0.8209634395104346,3439.0
EB,0.9364897178383549,0.9791,0.9573209484233683,20000.0
ILOT,0.6465914915427986,0.7891773537691585,0.710804338639245,3197.0
KN,0.5537924468422722,0.9203586497890295,0.6914999009312462,1896.0
M-dwarf Flare,0.4418291862811029,0.8253768844221105,0.5755584756898817,796.0
PISN,0.9319348022939934,0.92625,0.9290837053011686,20000.0
RR Lyrae,0.9721214120752227,0.9798802793481876,0.9759854256376284,6014.0
SLSN,0.8519480519480519,0.8364,0.8441024347167907,20000.0
SNI91bg,0.7039460638508824,0.8678292046936115,0.7773438925586658,12272.0
SNII,0.6936534919960334,0.48965,0.5740664751743948,20000.0
SNIa,0.649602430090235,0.7271,0.6861699617798329,20000.0
SNIax,0.47027174283184636,0.5748418248418249,0.5173253418243117,12012.0
SNIb/c,0.6040035853002689,0.5054,0.550319858445624,20000.0
TDE,0.9030563781639381,0.8081,0.85294350476291,20000.0
uLens,0.9578443483631871,0.8230065012604485,0.8853207735674017,7537.0
accuracy,0.7912655813334516,0.7912655813334516,0.7912655813334516,0.7912655813334516
macro avg,0.7585355960494514,0.7962900883989907,0.7687507488227728,225430.0
weighted avg,0.797265700085366,0.7912655813334516,0.7900650716160762,225430.0
